5,4,50,0.4,45
5,4,50,0.4,39
5,5,50,0.4,39
5,3,50,0.4,37
5,4,50,0.4,51
5,3,50,0.4,36
5,5,50,0.4,45
5,5,50,0.4,47
5,4,50,0.4,37
5,9,50,0.4,47
5,3,500,0.4,370
5,5,500,0.4,353
5,2,500,0.4,351
5,-1,500,0.4,360
5,4,500,0.4,346
5,4,500,0.4,363
5,4,500,0.4,371
5,5,500,0.4,352
5,3,500,0.4,356
5,6,500,0.4,368
5,4,1000,0.4,696
5,5,1000,0.4,742
5,3,1000,0.4,697
5,6,1000,0.4,700
5,4,1000,0.4,723
5,5,1000,0.4,693
5,5,1000,0.4,708
5,3,1000,0.4,708
5,2,1000,0.4,692
5,7,1000,0.4,712
7,5,50,0.4,70
7,5,50,0.4,68
7,3,50,0.4,64
7,4,50,0.4,81
7,3,50,0.4,63
7,6,50,0.4,73
7,7,50,0.4,71
7,3,50,0.4,66
7,4,50,0.4,81
7,3,50,0.4,68
7,8,500,0.4,700
7,-4,500,0.4,707
7,7,500,0.4,647
7,3,500,0.4,648
7,4,500,0.4,647
7,7,500,0.4,687
7,7,500,0.4,675
7,5,500,0.4,639
7,2,500,0.4,628
7,2,500,0.4,636
7,6,1000,0.4,1376
7,5,1000,0.4,1306
7,9,1000,0.4,1371
7,6,1000,0.4,1355
7,3,1000,0.4,1258
7,7,1000,0.4,1328
7,5,1000,0.4,1357
7,6,1000,0.4,1341
7,-2,1000,0.4,1327
7,5,1000,0.4,1385
9,-8,50,0.4,110
9,7,50,0.4,102
9,6,50,0.4,124
9,7,50,0.4,121
9,11,50,0.4,96
9,7,50,0.4,116
9,-9,50,0.4,100
9,6,50,0.4,107
9,7,50,0.4,88
9,6,50,0.4,115
9,2,500,0.4,1173
9,6,500,0.4,1083
9,8,500,0.4,1141
9,-6,500,0.4,1093
9,6,500,0.4,1064
9,9,500,0.4,1060
9,6,500,0.4,1072
9,8,500,0.4,1048
9,9,500,0.4,1123
9,-6,500,0.4,1051
9,6,1000,0.4,2148
9,6,1000,0.4,2044
9,9,1000,0.4,2103
9,8,1000,0.4,2043
9,8,1000,0.4,2074
9,9,1000,0.4,2177
9,7,1000,0.4,2138
9,-6,1000,0.4,2099
9,7,1000,0.4,2090
9,6,1000,0.4,2137
11,4,50,0.4,143
11,7,50,0.4,141
11,-13,50,0.4,155
11,7,50,0.4,163
11,5,50,0.4,167
11,7,50,0.4,148
11,6,50,0.4,154
11,5,50,0.4,182
11,5,50,0.4,181
11,6,50,0.4,180
11,4,500,0.4,1443
11,-12,500,0.4,1540
11,10,500,0.4,1589
11,8,500,0.4,1469
11,7,500,0.4,1542
11,6,500,0.4,1473
11,9,500,0.4,1525
11,8,500,0.4,1404
11,7,500,0.4,1496
11,8,500,0.4,1621
11,6,1000,0.4,3026
11,6,1000,0.4,3146
11,8,1000,0.4,3075
11,8,1000,0.4,3038
11,7,1000,0.4,3095
11,3,1000,0.4,3168
11,8,1000,0.4,3003
11,7,1000,0.4,2903
11,5,1000,0.4,3088
11,11,1000,0.4,3008
